iter	TotalF1	MultiClass
174	0.9995834484	0.002010697989
175	0.9995834484	0.002001330725
176	0.9995834484	0.001979808781
177	0.999593843	0.001968312233
178	0.999593843	0.001946678702
179	0.999593843	0.001938408176
180	0.9996042776	0.001915357482
181	0.9996146734	0.001908028707
182	0.9996042387	0.001900039643
183	0.9996146734	0.001880924955
184	0.9996146734	0.001869071065
185	0.9996146734	0.001855269706
186	0.9996146734	0.00184241038
187	0.9996146734	0.001834915153
188	0.9996251064	0.001819966148
189	0.9996251064	0.001815775551
190	0.9996251064	0.00181263204
191	0.9996251064	0.001803954727
192	0.9996251064	0.00180230903
193	0.9996251064	0.001789739185
194	0.9996251064	0.001778889258
195	0.9996251064	0.001770120106
196	0.9996251064	0.001761611677
197	0.9996251064	0.001755389559
198	0.9996251064	0.001745030535
199	0.9996251064	0.001740354005
200	0.9996251064	0.001729414501
201	0.9996251064	0.001714004821
202	0.9996251064	0.001708631779
203	0.9996251064	0.001699053845
204	0.9996251064	0.0016816192
205	0.9996251064	0.001670075555
206	0.9996355035	0.001660596025
207	0.9996459018	0.001654816856
208	0.9996459018	0.001643604857
209	0.9996459018	0.001637370719
210	0.9996459018	0.001626207282
211	0.9996459018	0.001615864597
212	0.9996459018	0.001608556715
213	0.9996459018	0.001603802839
214	0.9996459018	0.001599123145
215	0.9996667301	0.001591699539
216	0.9996667301	0.001584810552
217	0.999677148	0.001574095725
218	0.9996875793	0.001565308585
219	0.999677148	0.001560126963
220	0.9996875793	0.00155097614
221	0.9996875793	0.001546620749
222	0.9996875793	0.001539057619
223	0.9996875793	0.001526555224
224	0.9996875793	0.001520009588
225	0.9996979789	0.001509549856
226	0.9996979789	0.001502790759
227	0.9996979789	0.001497553098
228	0.9996979789	0.001491879292
229	0.9996979789	0.001481201187
230	0.9996875793	0.001472422017
231	0.9996979789	0.001470509909
232	0.9996875793	0.001466258797
233	0.9996875793	0.001453571062
234	0.9996875793	0.001442222256
235	0.9996875793	0.001432825944
236	0.9996979789	0.001428948732
237	0.9996979789	0.001422402022
238	0.9996875793	0.001412781976
239	0.9996875793	0.001408122515
240	0.9996875793	0.00140240154
241	0.9996979789	0.001398514656
242	0.9996979789	0.001396224305
243	0.9996979789	0.001385258539
244	0.9996979789	0.001375718939
245	0.9996979789	0.001371626122
246	0.9996979789	0.001364044342
247	0.9996979789	0.001360776938
248	0.9996979789	0.001354310192
249	0.9996979789	0.001342876556
250	0.9996979789	0.001336295367
251	0.9996979789	0.001332441102
252	0.9996979789	0.001328107971
253	0.9996979789	0.0013230108
254	0.9997084085	0.001317326575
255	0.9997084085	0.00131246974
256	0.9997084085	0.001306468698
257	0.9997188093	0.001300418939
258	0.9997188093	0.001295989244
259	0.9997188093	0.001291285708
260	0.9997188093	0.001285818471
261	0.9997188093	0.001282136143
262	0.9997188093	0.001274531114
263	0.9997188093	0.001270947754
264	0.9997188093	0.001268137798
265	0.9997188093	0.00126098877
266	0.9997292207	0.001255127105
267	0.9997292207	0.001252087235
268	0.9997292207	0.001245970554
269	0.9997396485	0.001239565944
270	0.9997292207	0.00123701376
271	0.9997292207	0.001228668058
272	0.9997292207	0.001223822871
273	0.9997292207	0.001221628933
274	0.9997396485	0.001214796381
275	0.9997500506	0.001210526971
276	0.9997500506	0.001206037164
277	0.9997500506	0.001203273422
278	0.9997500506	0.001198858341
279	0.9997500506	0.001192107302
280	0.9997500506	0.001190853826
281	0.9997500506	0.001186333704
282	0.999760454	0.00118338144
283	0.999760454	0.001179391633
284	0.999760454	0.001176207904
285	0.999760454	0.001166481177
286	0.999760454	0.001163627223
287	0.9997708718	0.001162037783
288	0.9997708718	0.001159320574
289	0.999760454	0.001157404324
290	0.999760454	0.001155046813
291	0.9997708718	0.001151541775
292	0.9997708718	0.001148981245
293	0.9997708718	0.001145829006
294	0.9997708718	0.001139831021
295	0.999760454	0.001136158578
296	0.999760454	0.001134398465
297	0.9997708718	0.001129726725
298	0.9997708718	0.001126876051
299	0.9997708718	0.001122698797
